state,gender,education,customer_lifetime_value,income,monthly_premium_auto,policy_type,vehicle_class,total_claim_amount,open_compl
Oregon,M,College,2393,0,70,Personal Auto,Four-Door Car,425,0
Oregon,M,College,4657,18024,65,Personal Auto,Two-Door Car,312,0
Oregon,F,College,13197,0,68,Personal Auto,Four-Door Car,326,3
Oregon,F,Bachelor,2803,23220,74,Personal Auto,Four-Door Car,251,0
Oregon,F,High School or Below,8646,64125,108,Personal Auto,SUV,369,0
Oregon,F,College,7425,58042,62,Corporate Auto,Four-Door Car,161,0
Oregon,F,High School or Below,4528,90034,112,Corporate Auto,SUV,537,0
Nevada,M,High School or Below,2227,27972,61,Special Auto,Four-Door Car,292,0
Oregon,F,High School or Below,7292,0,65,Personal Auto,Four-Door Car,312,0
Arizona,M,Bachelor,3184,50989,80,Corporate Auto,Four-Door Car,255,0
Arizona,F,Bachelor,11315,11885,101,Special Auto,Four-Door Car,484,0
Oregon,F,Bachelor,2530,89451,63,Special Auto,Four-Door Car,61,0
Oregon,M,Bachelor,18361,0,182,Personal Auto,Luxury,1310,0
Oregon,M,Bachelor,8641,78904,109,Personal Auto,SUV,250,0
Arizona,M,Doctor,3278,70247,83,Personal Auto,Four-Door Car,141,1
Arizona,M,High School or Below,5271,32653,67,Personal Auto,Two-Door Car,321,0
Oregon,M,High School or Below,3763,93595,97,Special Auto,Four-Door Car,49,4
Oregon,M,Master,13955,90279,115,Personal Auto,SUV,372,0
Oregon,F,College,5001,0,72,Personal Auto,Four-Door Car,542,0
Oregon,M,Bachelor,7082,53310,189,Personal Auto,Luxury,1360,3
Oregon,M,College,7619,0,105,Personal Auto,Four-Door Car,504,0
Oregon,F,Bachelor,12550,22234,160,Personal Auto,SUV,768,0
Oregon,F,High School or Below,32196,91375,99,Personal Auto,Two-Door Car,72,0
Nevada,F,High School or Below,6793,22250,86,Personal Auto,Two-Door Car,720,0
Oregon,M,Bachelor,5272,0,80,Personal Auto,Four-Door Car,576,0
Oregon,F,Doctor,6265,0,84,Personal Auto,Four-Door Car,481,1
Oregon,F,High School or Below,8547,51179,71,Corporate Auto,Four-Door Car,466,0
Oregon,M,Bachelor,2787,38667,72,Personal Auto,Four-Door Car,159,0
Oregon,F,Master,4626,79487,114,Corporate Auto,SUV,547,0
Nevada,F,Doctor,8663,67763,107,Personal Auto,Four-Door Car,41,2
Nevada,M,High School or Below,3872,0,62,Corporate Auto,Four-Door Car,503,2
Oregon,F,College,5170,0,71,Corporate Auto,Four-Door Car,859,0
Oregon,F,Master,8960,71943,112,Corporate Auto,SUV,305,0
Oregon,F,College,5471,53526,68,Personal Auto,Four-Door Car,278,0
Oregon,M,College,34931,35005,295,Personal Auto,Luxury,1416,0
Oregon,M,College,2620,24721,67,Personal Auto,Four-Door Car,139,0
Oregon,M,College,19069,0,102,Personal Auto,Four-Door Car,734,2
Arizona,M,Master,5757,88997,72,Personal Auto,Four-Door Car,174,0
Arizona,M,Master,40224,48587,111,Personal Auto,SUV,532,0
Arizona,F,High School or Below,2701,76310,67,Personal Auto,Two-Door Car,321,0
Oregon,M,Bachelor,3712,73205,92,Personal Auto,Four-Door Car,37,0
Oregon,F,College,21850,51056,78,Personal Auto,Four-Door Car,95,0
Oregon,M,College,7840,58414,210,Personal Auto,Luxury,1008,2
Oregon,F,Bachelor,8237,23940,107,Personal Auto,SUV,513,0
Oregon,F,High School or Below,2243,0,62,Personal Auto,Four-Door Car,446,0
Oregon,M,Bachelor,8434,44216,71,Personal Auto,Four-Door Car,72,0
Oregon,M,High School or Below,2227,27972,61,Corporate Auto,Four-Door Car,292,0
Arizona,F,High School or Below,5170,0,69,Personal Auto,Four-Door Car,331,0
Oregon,F,Master,2641,29305,66,Personal Auto,Four-Door Car,475,0
Oregon,F,College,2790,53882,69,Personal Auto,Four-Door Car,331,0
Oregon,M,College,2745,91757,69,Personal Auto,Four-Door Car,331,1
Oregon,F,Bachelor,7579,33906,64,Personal Auto,Two-Door Car,401,0
Oregon,M,Bachelor,10978,68158,139,Personal Auto,SUV,253,1
Oregon,M,College,8255,0,134,Personal Auto,SUV,643,3
Oregon,M,College,4747,42165,123,Corporate Auto,SUV,799,0
Oregon,M,College,3540,0,101,Personal Auto,SUV,727,0
Oregon,M,Doctor,3436,30817,88,Personal Auto,Four-Door Car,91,0
Oregon,M,Bachelor,2582,68074,65,Personal Auto,Four-Door Car,27,0
Washington,F,College,11665,84978,35353,Corporate Auto,Four-Door Car,166,1
Oregon,F,Master,7396,71135,92,Personal Auto,Four-Door Car,270,1
Oregon,F,College,4330,0,61,Personal Auto,Two-Door Car,292,0
Oregon,M,Master,9075,37722,116,Personal Auto,Luxury,158,0
Arizona,F,Bachelor,14635,0,139,Personal Auto,SUV,667,0
Washington,M,High School or Below,8564,95697,107,Personal Auto,Luxury,178,0
Oregon,F,College,11565,64642,96,Personal Auto,Four-Door Car,404,0
Oregon,F,College,2771,50071,71,Personal Auto,Two-Door Car,18,0
Oregon,M,High School or Below,8507,46754,106,Personal Auto,SUV,513,1
Oregon,M,College,7582,64801,64,Corporate Auto,Four-Door Car,268,0
Arizona,M,Bachelor,3323,70410,83,Personal Auto,Four-Door Car,131,0
Nevada,F,High School or Below,5234,66957,131,Personal Auto,SUV,628,1
Nevada,F,High School or Below,24709,24213,78,Personal Auto,Four-Door Car,374,1
Washington,F,College,17786,99790,6464,Personal Auto,Four-Door Car,178,0
Oregon,M,Master,2551,79751,63,Personal Auto,Two-Door Car,392,0
Arizona,M,High School or Below,7247,86122,182,Personal Auto,Luxury,873,1
Arizona,M,Bachelor,4538,82297,116,Personal Auto,Luxury,0,0
Washington,M,College,31642,89057,98,Corporate Auto,Two-Door Car,187,0
Oregon,M,High School or Below,8730,43259,73,Personal Auto,Four-Door Car,350,0
Oregon,M,College,8332,0,79,Personal Auto,Four-Door Car,379,0
Oregon,M,College,2357,25064,62,Personal Auto,Four-Door Car,297,0
Arizona,M,Master,4637,25816,119,Personal Auto,Luxury,571,0
Oregon,M,Bachelor,5357,0,73,Personal Auto,Four-Door Car,350,0
Oregon,F,College,5391,41662,69,Corporate Auto,Four-Door Car,217,0
Arizona,M,Bachelor,3694,96170,92,Personal Auto,Four-Door Car,441,0
Arizona,F,High School or Below,5040,46072,64,Personal Auto,Four-Door Car,25,0
Arizona,F,High School or Below,27495,37931,99,Personal Auto,Four-Door Car,475,0
Oregon,M,High School or Below,4842,35127,62,Personal Auto,Four-Door Car,297,0
Washington,F,High School or Below,27382,45473,76,Special Auto,Two-Door Car,188,0
Nevada,F,College,5227,93087,131,Corporate Auto,Luxury,628,3
Arizona,M,High School or Below,2590,22398,67,Personal Auto,Four-Door Car,321,2
Oregon,M,High School or Below,10536,92983,87,Corporate Auto,Four-Door Car,153,1
Arizona,M,Bachelor,8581,27689,239,Personal Auto,Luxury,2893,2
Oregon,F,College,9463,69654,118,Corporate Auto,SUV,629,0
Oregon,F,Bachelor,13441,80744,111,Personal Auto,SUV,361,0
Oregon,F,Bachelor,3886,0,112,Corporate Auto,SUV,1185,0
Arizona,F,High School or Below,6784,0,64,Personal Auto,Four-Door Car,460,1
Arizona,M,Bachelor,23594,76358,66,Special Auto,Four-Door Car,86,0
Oregon,M,Bachelor,2538,18608,71,Corporate Auto,Four-Door Car,340,0
Oregon,M,High School or Below,5639,73168,70,Personal Auto,Four-Door Car,425,0
Washington,M,Bachelor,11681,70930,99,Personal Auto,Four-Door Car,190,0
Washington,F,High School or Below,25997,62262,72,Corporate Auto,Four-Door Car,193,0
Nevada,F,Master,13778,91474,113,Corporate Auto,Two-Door Car,24,0
Oregon,F,Bachelor,4923,61469,63,Personal Auto,Four-Door Car,302,5
Arizona,F,High School or Below,2272,16618,62,Special Auto,Four-Door Car,219,0
Oregon,F,Bachelor,14895,48081,188,Personal Auto,Luxury,881,0
Oregon,M,Doctor,9756,67632,121,Personal Auto,Luxury,26,0
Oregon,F,Bachelor,9422,34115,119,Personal Auto,SUV,466,0
Arizona,M,High School or Below,3837,23051,99,Personal Auto,Two-Door Car,475,0
Oregon,M,College,10952,23748,99,Personal Auto,Four-Door Car,607,0
Arizona,F,College,8159,40589,69,Corporate Auto,Four-Door Car,331,0
Oregon,F,College,19480,50809,83,Personal Auto,Four-Door Car,290,0
Arizona,F,High School or Below,3919,66676,97,Personal Auto,Four-Door Car,558,0
Nevada,F,Bachelor,7985,52339,70,Corporate Auto,Four-Door Car,336,3
Oregon,M,Bachelor,12168,14973,115,Personal Auto,SUV,828,0
Arizona,F,High School or Below,5849,0,83,Corporate Auto,Four-Door Car,540,0
Arizona,F,Bachelor,5085,31546,65,Personal Auto,Four-Door Car,100,0
Oregon,F,College,2903,67763,73,Personal Auto,Four-Door Car,59,1
Washington,F,College,6273,20836,79,Corporate Auto,Four-Door Car,193,0
Washington,M,College,18321,88592,76,Corporate Auto,Four-Door Car,199,0
Oregon,F,College,5178,66943,65,Special Auto,Four-Door Car,53,1
Arizona,F,High School or Below,14024,81872,115,Special Auto,Four-Door Car,256,0
Washington,F,College,5309,22404,70,Personal Auto,Four-Door Car,211,1
Oregon,F,High School or Below,4949,21342,62,Personal Auto,Four-Door Car,74,0
Oregon,M,Bachelor,8595,34621,108,Corporate Auto,SUV,621,1
Oregon,M,College,22951,62396,64,Personal Auto,Four-Door Car,307,0
Oregon,M,High School or Below,3792,97212,93,Personal Auto,Two-Door Car,360,0
Arizona,F,Bachelor,2755,49648,70,Personal Auto,Four-Door Car,65,0
Arizona,M,College,4880,97984,61,Personal Auto,Four-Door Car,407,1
Oregon,F,College,9051,26308,114,Corporate Auto,SUV,547,0
Oregon,F,College,10115,63528,256,Personal Auto,Luxury,1228,0
Nevada,M,College,8269,20225,114,Special Auto,SUV,547,1
Nevada,M,High School or Below,8071,0,112,Personal Auto,SUV,806,0
Oregon,F,High School or Below,7726,87620,64,Personal Auto,Four-Door Car,24,0
Oregon,F,Bachelor,8311,0,72,Corporate Auto,Four-Door Car,311,0
Nevada,F,Master,2574,34990,65,Personal Auto,Four-Door Car,42,0
Oregon,M,Bachelor,5727,99934,71,Special Auto,Four-Door Car,460,0
Washington,M,Master,3679,60804,92,Personal Auto,Four-Door Car,213,0
Oregon,M,Bachelor,2744,94648,69,Personal Auto,Four-Door Car,331,0
Oregon,F,High School or Below,5636,24516,71,Personal Auto,Four-Door Car,300,0
Arizona,M,Bachelor,16870,61063,85,Personal Auto,Four-Door Car,262,0
Oregon,M,Master,2738,0,74,Personal Auto,Two-Door Car,263,0
Oregon,M,Bachelor,4644,0,64,Corporate Auto,Four-Door Car,307,0
Oregon,F,High School or Below,4746,15169,63,Personal Auto,Four-Door Car,302,0
Arizona,M,College,16874,55390,71,Corporate Auto,Two-Door Car,256,0
Oregon,F,Bachelor,2387,27592,62,Personal Auto,Four-Door Car,297,0
Washington,F,College,4465,61846,112,Personal Auto,SUV,215,0
Arizona,F,High School or Below,4591,83297,113,Personal Auto,SUV,542,0
Arizona,F,College,13092,0,188,Special Auto,Luxury,1353,0
Oregon,M,Bachelor,9112,0,90,Personal Auto,Four-Door Car,432,0
Oregon,F,High School or Below,4165,55897,104,Personal Auto,Four-Door Car,499,0
Arizona,M,Bachelor,2659,21297,71,Personal Auto,Four-Door Car,45,0
Arizona,F,Master,11986,87560,98,Personal Auto,Two-Door Car,470,1
Oregon,F,High School or Below,2898,0,96,Personal Auto,Four-Door Car,691,4
Oregon,F,Bachelor,2894,0,85,Personal Auto,Four-Door Car,408,0
Arizona,F,Doctor,3500,89398,86,Personal Auto,Four-Door Car,82,0
Oregon,F,College,2621,36843,68,Corporate Auto,Four-Door Car,357,3
Oregon,F,College,10221,0,134,Personal Auto,SUV,643,0
Oregon,M,High School or Below,2578,34946,65,Personal Auto,Two-Door Car,420,0
Arizona,F,College,6242,75680,78,Personal Auto,Four-Door Car,136,0
Nevada,F,Doctor,5220,0,69,Personal Auto,Four-Door Car,331,0
Washington,F,College,3136,49532,79,Personal Auto,Four-Door Car,220,1
Arizona,M,Bachelor,4525,10269,65,Personal Auto,Two-Door Car,170,0
Oregon,M,College,4970,49714,63,Personal Auto,Four-Door Car,266,3
Oregon,M,High School or Below,15467,77517,129,Corporate Auto,SUV,98,0
Oregon,M,High School or Below,5838,81082,73,Personal Auto,Four-Door Car,281,0
Oregon,F,Bachelor,10656,72540,88,Corporate Auto,Two-Door Car,631,0
Oregon,F,High School or Below,2289,0,65,Personal Auto,Four-Door Car,468,0
Oregon,M,High School or Below,5439,61546,68,Corporate Auto,Two-Door Car,29,0
Oregon,F,Master,7956,44818,67,Personal Auto,Two-Door Car,136,1
Arizona,M,Bachelor,4458,17622,65,Personal Auto,Four-Door Car,312,1
Oregon,F,College,2555,0,72,Personal Auto,Four-Door Car,518,0
Oregon,M,Bachelor,3307,79797,84,Corporate Auto,Two-Door Car,31,0
Washington,F,College,8459,92717,70,Personal Auto,Two-Door Car,224,0
Oregon,F,College,13350,28919,173,Personal Auto,SUV,830,0
Arizona,M,College,4931,0,68,Personal Auto,Four-Door Car,480,0
Nevada,M,Bachelor,7776,63568,65,Corporate Auto,Two-Door Car,390,0
Nevada,F,College,2553,73935,64,Corporate Auto,Four-Door Car,72,1
Arizona,F,High School or Below,4876,0,66,Corporate Auto,Two-Door Car,316,0
Oregon,F,Bachelor,9034,18846,115,Personal Auto,SUV,552,0
Arizona,F,High School or Below,8105,38893,103,Personal Auto,SUV,41,0
Oregon,M,High School or Below,5619,0,153,Special Auto,SUV,1027,0
Oregon,M,Bachelor,15727,84824,196,Corporate Auto,SUV,319,0
Oregon,F,High School or Below,6618,20068,86,Corporate Auto,Four-Door Car,411,0
Oregon,M,Doctor,4670,0,125,Corporate Auto,SUV,600,0
Arizona,F,High School or Below,10169,0,135,Personal Auto,Luxury,648,0
Oregon,M,Bachelor,8323,97245,70,Personal Auto,Four-Door Car,4,0
Oregon,F,College,2417,51808,61,Personal Auto,Four-Door Car,351,1
Oregon,M,Bachelor,8044,71391,67,Personal Auto,Four-Door Car,284,0
Oregon,M,High School or Below,5325,0,73,Personal Auto,Two-Door Car,496,0
Arizona,M,Bachelor,6947,0,100,Personal Auto,SUV,925,0
Oregon,F,College,5847,23496,77,Special Auto,Four-Door Car,13,0
Washington,M,High School or Below,7936,55561,63,Personal Auto,Four-Door Car,227,0
Nevada,F,College,4724,23986,119,Corporate Auto,SUV,463,0
Arizona,F,Master,2790,22974,71,Personal Auto,Four-Door Car,180,0
Oregon,F,High School or Below,21531,0,101,Personal Auto,Four-Door Car,484,0
Arizona,M,Bachelor,12622,61844,106,Personal Auto,Luxury,508,0
Arizona,M,Doctor,20171,24804,73,Personal Auto,Two-Door Car,350,0
Oregon,F,Bachelor,16464,27760,104,Personal Auto,SUV,302,0
Oregon,F,High School or Below,5595,74454,71,Personal Auto,Four-Door Car,340,0
Oregon,F,Master,4170,29462,107,Personal Auto,SUV,513,1
Arizona,F,College,2665,52266,68,Corporate Auto,Two-Door Car,141,0
Oregon,M,Bachelor,7098,0,70,Personal Auto,Two-Door Car,349,0
Oregon,M,Doctor,3971,23599,103,Corporate Auto,SUV,494,0
Oregon,M,Bachelor,5528,36088,72,Personal Auto,Four-Door Car,345,0
Oregon,F,High School or Below,8338,70534,104,Personal Auto,Four-Door Car,54,0
Oregon,M,College,38445,27398,125,Personal Auto,SUV,600,1
Nevada,M,Bachelor,5448,85296,68,Personal Auto,Four-Door Car,342,0
Arizona,M,High School or Below,10808,31063,92,Personal Auto,Four-Door Car,441,0
Oregon,M,Bachelor,6185,0,92,Personal Auto,Two-Door Car,1027,0
Nevada,M,High School or Below,3208,52367,81,Personal Auto,Four-Door Car,275,0
Arizona,M,College,5480,58651,71,Personal Auto,Four-Door Car,472,0
Nevada,F,College,22986,84831,192,Special Auto,Luxury,1336,0
Oregon,M,Bachelor,13107,49088,114,Corporate Auto,SUV,547,1
Oregon,F,College,7462,70263,93,Corporate Auto,Two-Door Car,7,0
Oregon,F,Doctor,11463,45354,285,Personal Auto,Luxury,540,0
Arizona,M,High School or Below,7236,0,63,Personal Auto,Four-Door Car,383,0
Oregon,F,Bachelor,6232,28334,83,Special Auto,Four-Door Car,537,0
Oregon,F,Bachelor,28393,38772,90,Personal Auto,Four-Door Car,321,0
Oregon,F,College,3746,41479,94,Personal Auto,Two-Door Car,19,1
Oregon,M,Bachelor,21569,23909,119,Personal Auto,SUV,571,0
Oregon,M,College,5012,48328,63,Personal Auto,Two-Door Car,108,0
Oregon,M,High School or Below,3371,86689,85,Corporate Auto,Two-Door Car,408,0
Oregon,M,Bachelor,3864,24204,99,Personal Auto,Four-Door Car,707,1
Oregon,M,College,4145,25943,110,Corporate Auto,Two-Door Car,1067,0
Oregon,M,High School or Below,5156,0,73,Personal Auto,Four-Door Car,807,0
Oregon,M,College,3667,62375,92,Personal Auto,Two-Door Car,618,0
Oregon,F,High School or Below,7835,0,71,Corporate Auto,Four-Door Car,404,0
Arizona,M,Bachelor,14567,0,148,Personal Auto,SUV,710,0
Oregon,M,Bachelor,10171,70200,65,Corporate Auto,Four-Door Car,312,0
Nevada,F,Bachelor,4135,0,112,Special Auto,Four-Door Car,707,0
Oregon,F,College,5511,79027,70,Corporate Auto,Four-Door Car,336,0
Washington,F,High School or Below,11314,62935,141,Personal Auto,Luxury,232,0
Oregon,F,High School or Below,5414,26893,68,Personal Auto,Four-Door Car,68,0
Oregon,F,High School or Below,7421,47406,94,Personal Auto,Four-Door Car,287,1
Oregon,M,Bachelor,4458,17622,65,Personal Auto,Four-Door Car,312,1
Oregon,F,College,14476,27572,124,Corporate Auto,SUV,595,0
Oregon,F,College,4936,0,72,Personal Auto,Two-Door Car,391,2
Oregon,F,Bachelor,4525,32802,114,Personal Auto,SUV,547,0
Washington,F,Master,5581,62739,70,Personal Auto,Two-Door Car,239,0
Oregon,F,Bachelor,14134,90844,118,Personal Auto,SUV,232,0
Nevada,F,High School or Below,24723,44685,69,Personal Auto,Four-Door Car,331,0
Oregon,F,Bachelor,2838,0,80,Personal Auto,Four-Door Car,336,0
Oregon,F,High School or Below,3848,42589,98,Corporate Auto,Four-Door Car,470,0
Oregon,M,Bachelor,19504,0,72,Personal Auto,Four-Door Car,345,0
Washington,F,Bachelor,2480,93383,62,Corporate Auto,Two-Door Car,244,0
Arizona,F,High School or Below,4361,79583,109,Personal Auto,Four-Door Car,523,2
Arizona,F,High School or Below,2529,89129,64,Personal Auto,Four-Door Car,328,0
Arizona,M,College,2504,0,69,Personal Auto,Four-Door Car,496,0
Oregon,F,Bachelor,8649,94389,107,Corporate Auto,SUV,85,0
Oregon,F,College,13668,0,197,Personal Auto,SUV,1418,0
Oregon,F,High School or Below,20635,84106,64,Personal Auto,Two-Door Car,334,0
Arizona,F,College,2517,0,69,Personal Auto,Four-Door Car,42,0
Oregon,F,High School or Below,5326,76717,66,Personal Auto,Two-Door Car,300,0
Arizona,M,High School or Below,2600,51978,66,Corporate Auto,Four-Door Car,144,0
Oregon,F,Bachelor,8534,47325,107,Personal Auto,SUV,64,0
Oregon,M,High School or Below,8828,86721,111,Corporate Auto,SUV,532,0
Nevada,F,Bachelor,2248,24910,63,Personal Auto,Four-Door Car,347,1
Washington,F,Bachelor,12302,43817,62,Personal Auto,Four-Door Car,245,1
Oregon,M,High School or Below,4556,0,73,Personal Auto,Four-Door Car,525,2
Oregon,F,Bachelor,2530,89451,63,Corporate Auto,Four-Door Car,61,0
Oregon,M,College,5251,59537,66,Personal Auto,Two-Door Car,316,0
Oregon,M,High School or Below,6743,0,199,Personal Auto,Luxury,955,0
Oregon,M,College,14014,54193,117,Corporate Auto,SUV,720,0
Oregon,M,College,9438,86946,118,Personal Auto,Four-Door Car,340,0
Oregon,F,Bachelor,10506,0,92,Personal Auto,Four-Door Car,546,0
Arizona,F,High School or Below,4213,12160,109,Personal Auto,Four-Door Car,489,0
Oregon,M,College,4773,33701,63,Personal Auto,Four-Door Car,171,0
Washington,F,Bachelor,5441,85702,67,Personal Auto,Two-Door Car,249,0
Oregon,M,Bachelor,2842,69417,73,Personal Auto,Four-Door Car,30,1
Oregon,M,Master,3059,38644,78,Personal Auto,Four-Door Car,361,1
Oregon,F,High School or Below,20314,63209,102,Personal Auto,SUV,207,2
Arizona,F,Bachelor,3239,16061,88,Personal Auto,Four-Door Car,633,0
California,F,Master,4626,79487,114,Special Auto,SUV,547,0
California,F,College,8997,54230,112,Personal Auto,Two-Door Car,537,0
Oregon,Unknown,Bachelor,7936,39295,193,Personal Auto,Four-Door Car,404,0
